Year,Month,Day,Water Temperature,Tank,Spawn
2018,4,24,28.4,MAT 2,
2018,4,25,28.5,MAT 2,1
2018,4,26,27.2,MAT 2,
2018,4,27,27.1,MAT 2,
2018,4,28,,,
2018,4,29,,,
2018,4,30,,,
2018,5,1,26.4,MAT 2,
2018,5,2,28.1,MAT 2,
2018,5,3,28.3,MAT 2,
2018,5,4,28.7,MAT 2,
2018,5,5,26.2,MAT 2,
2018,5,6,28.5,MAT 2,
2018,5,7,28.2,MAT 2,
2018,5,8,28.2,MAT 2,1
2018,5,9,27.6,MAT 2,
2018,5,10,27.2,MAT 2,
2018,5,11,27.3,MAT 2,
2018,5,12,27.5,MAT 2,
2018,5,13,28.1,MAT 2,
2018,5,14,28.1,MAT 2,
2018,5,15,28.1,MAT 2,
2018,5,16,28.2,MAT 2,
2018,5,17,26.7,MAT 2,
2018,5,18,28.8,MAT 2,
2018,5,19,28.7,MAT 2,
2018,5,20,28.6,MAT 2,
2018,5,21,28.7,MAT 2,
2018,5,22,28.9,MAT 2,1
2018,5,23,27.2,MAT 2,
2018,5,24,27.4,MAT 2,
2018,5,25,28.1,MAT 2,
2018,5,26,28.6,MAT 2,
2018,5,27,28.6,MAT 2,
2018,5,28,28.6,MAT 2,
2018,5,29,27.4,MAT 2,
2018,5,30,28.7,MAT 2,
2018,5,31,28.7,MAT 2,
2018,6,1,28.8,MAT 2,
2018,6,2,28.6,MAT 2,1
2018,6,3,28.7,MAT 2,
2018,6,4,29.0,MAT 2,
2018,6,5,29.2,MAT 2,
2018,6,6,29.3,MAT 2,
2018,6,7,29.0,MAT 2,
2018,6,8,28.7,MAT 2,
2018,6,9,28.8,MAT 2,
2018,6,10,29.0,MAT 2,
2018,6,11,28.9,MAT 2,
2018,6,12,28.7,MAT 2,
2018,6,13,28.9,MAT 2,
2018,6,14,28.9,MAT 2,
2018,6,15,28.8,MAT 2,
2018,6,16,29.1,MAT 2,
2018,6,17,29.6,MAT 2,
2018,6,18,29.7,MAT 2,
2018,6,19,29.7,MAT 2,
2018,6,20,28.6,MAT 2,
2018,6,21,28.5,MAT 2,
2018,6,22,28.5,MAT 2,
2018,6,23,28.5,MAT 2,
2018,6,24,28.2,MAT 2,
2018,6,25,28.1,MAT 2,
2018,6,26,28.0,MAT 2,
2018,6,27,27.9,MAT 2,
2018,6,28,28.9,MAT 2,
2018,6,29,28.9,MAT 2,
2018,6,30,28.8,MAT 2,
2018,7,1,28.9,MAT 2,
2018,7,2,28.9,MAT 2,
2018,7,3,28.9,MAT 2,
2018,7,4,28.7,MAT 2,
2018,7,5,29.0,MAT 2,
2018,7,6,28.9,MAT 2,
2018,7,7,28.9,MAT 2,
2018,7,8,28.9,MAT 2,
2018,7,9,28.9,MAT 2,
2018,7,10,28.9,MAT 2,
2018,7,11,28.8,MAT 2,
2018,7,12,28.8,MAT 2,
2018,7,13,28.8,MAT 2,1
2018,7,14,28.8,MAT 2,
2018,7,15,27.5,MAT 2,
2018,7,16,27.6,MAT 2,
2018,7,17,27.3,MAT 2,
2018,7,18,27.2,MAT 2,
2018,7,19,27.6,MAT 2,
2018,7,20,27.5,MAT 2,
2018,7,21,27.4,MAT 2,
2018,7,22,27.4,MAT 2,
2018,7,23,29.1,MAT 2,
2018,7,24,29.6,MAT 2,
2018,7,25,29.5,MAT 2,
2018,7,26,30.3,MAT 2,
2018,7,27,30.7,MAT 2,
2018,7,28,30.7,MAT 2,
2018,7,29,30.3,MAT 2,
2018,7,30,29.8,MAT 2,
2018,7,31,29.7,MAT 2,
2018,8,1,29.9,MAT 4,
2018,8,2,29.9,MAT 4,
2018,8,3,30.1,MAT 4,
2018,8,4,29.7,MAT 4,
2018,8,5,30.4,MAT 4,
2018,8,6,30.1,MAT 4,
2018,8,7,30.0,MAT 4,
2018,8,8,30.4,MAT 4,
2018,8,9,30.7,MAT 4,
2018,8,10,31.0,MAT 4,
2018,8,11,30.3,MAT 4,
2018,8,12,30.3,MAT 4,
2018,8,13,30.4,MAT 4,
2018,8,14,30.9,MAT 4,
2018,8,15,30.8,MAT 4,
2018,8,16,30.8,MAT 4,
2018,8,17,30.8,MAT 4,
2018,8,18,30.8,MAT 4,
2018,8,19,30.9,MAT 4,
2018,8,20,30.8,MAT 4,
2018,8,21,30.8,MAT 4,
2018,8,22,31.1,MAT 4,
2018,8,23,31.2,MAT 4,
2018,8,24,31.3,MAT 4,
2018,8,25,31.1,MAT 4,
2018,8,26,29.7,MAT 4,
2018,8,27,30.0,MAT 4,
2018,8,28,30.1,MAT 4,
2018,8,29,29.9,MAT 4,
2018,8,30,29.6,MAT 4,
2018,8,31,29.1,MAT 4,
2018,9,1,29.5,MAT 4,
2018,9,2,29.0,MAT 4,
2018,9,3,28.3,MAT 4,
2018,9,4,27.4,MAT 4,
2018,9,5,28.3,MAT 4,
2018,9,6,28.8,MAT 4,
2018,9,7,29.0,MAT 4,
2018,9,8,28.9,MAT 4,
2018,9,9,28.8,MAT 4,
2018,9,10,28.9,MAT 4,
2018,9,11,29.2,MAT 4,
2018,9,12,29.4,MAT 4,
2018,9,13,29.8,MAT 4,
2018,9,14,30.1,MAT 4,
2018,9,15,30.2,MAT 4,
2018,9,16,30.6,MAT 4,
2018,9,17,30.7,MAT 4,
2018,9,18,30.9,MAT 4,
2018,9,19,29.8,MAT 4,
2018,9,20,31.0,MAT 4,
2018,9,21,31.0,MAT 4,
2018,9,22,31.0,MAT 4,
2018,9,23,30.9,MAT 4,
2018,9,24,30.9,MAT 4,
2018,9,25,30.6,MAT 4,
2018,9,26,30.7,MAT 4,
2018,9,27,30.5,MAT 4,
2018,9,28,30.5,MAT 4,
2018,9,29,30.2,MAT 4,
2018,9,30,29.6,MAT 4,
2018,10,1,29.6,MAT 4,
2018,10,2,29.4,MAT 4,
2018,10,3,29.3,MAT 4,
2018,10,4,28.7,MAT 4,
2018,10,5,28.7,MAT 4,
2018,10,6,28.7,MAT 4,
2018,10,7,28.2,MAT 4,
2018,10,8,27.8,MAT 4,
2018,10,9,27.5,MAT 4,
2018,10,10,,,
2018,10,11,,,1
2018,10,12,27.6,MAT 4,
2018,10,13,27.3,MAT 4,
2018,10,14,27.9,MAT 4,
2018,10,15,28.0,MAT 4,
2018,10,16,27.9,MAT 4,
2018,10,17,27.7,MAT 4,
2018,10,18,27.7,MAT 4,
2018,10,19,27.1,MAT 4,
2018,10,20,27.0,MAT 4,
2018,10,21,27.2,MAT 4,
2018,10,22,26.9,MAT 4,
2018,10,23,26.1,MAT 4,
2018,10,24,25.9,MAT 4,
2018,10,25,25.2,MAT 4,
2018,10,26,23.2,MAT 4,
2018,10,27,24.8,MAT 4,
2018,10,28,24.4,MAT 4,
2018,10,29,22.6,MAT 4,
2018,10,30,21.8,MAT 4,
2018,10,31,20.9,MAT 4,
2018,11,1,22.9,MAT 4,
2018,11,2,23.1,MAT 4,
2018,11,3,23.6,MAT 4,
2018,11,4,23.3,MAT 4,
2018,11,5,23.1,MAT 4,
2018,11,6,23.6,MAT 4,
2018,11,7,22.7,MAT 4,
2018,11,8,23.8,MAT 4,
2018,11,9,23.3,MAT 4,
2018,11,10,22.6,MAT 4,
2018,11,11,22.8,MAT 4,
2018,11,12,22.8,MAT 4,
2018,11,13,22.7,MAT 4,
2018,11,14,22.9,MAT 4,
2018,11,15,22.7,MAT 4,
2018,11,16,20.7,MAT 4,
2018,11,17,22.2,MAT 4,
2018,11,18,22.6,MAT 4,
2018,11,19,23.2,MAT 4,
2018,11,20,22.3,MAT 4,
2018,11,21,22.8,MAT 4,
2018,11,22,22.2,MAT 4,
2018,11,23,22.2,MAT 4,
2018,11,24,21.2,MAT 4,
2018,11,25,21.6,MAT 4,
2018,11,26,22.0,MAT 4,
2018,11,27,22.5,MAT 4,
2018,11,28,20.9,MAT 4,
2018,11,29,20.0,MAT 4,
2018,11,30,21.8,MAT 4,
2018,12,1,22.5,MAT 4,
2018,12,2,23.2,MAT 4,
2018,12,3,22.4,MAT 4,
2018,12,4,23.9,MAT 4,
2018,12,5,22.2,MAT 4,
2018,12,6,20.0,MAT 4,
2018,12,7,21.0,MAT 4,
2018,12,8,21.5,MAT 4,
2018,12,9,21.0,MAT 4,
2018,12,10,22.4,MAT 4,
2018,12,11,20.7,MAT 4,
2018,12,12,19.9,MAT 4,
2018,12,13,21.5,MAT 4,
2018,12,14,22.2,MAT 4,
2018,12,15,22.8,MAT 4,
2018,12,16,22.5,MAT 4,
2018,12,17,21.8,MAT 4,
2018,12,18,21.1,MAT 4,
2018,12,19,25.9,MAT 4,
2018,12,20,22.7,MAT 4,
2018,12,21,22.7,MAT 4,
2018,12,22,21.1,MAT 4,
2018,12,23,19.8,MAT 4,
2018,12,24,20.7,MAT 4,
2018,12,25,20.7,MAT 4,
2018,12,26,21.5,MAT 4,
2018,12,27,21.9,MAT 4,
2018,12,28,21.3,MAT 4,
2018,12,29,22.9,MAT 4,
2018,12,30,,MAT 4,
2018,12,31,,MAT 4,
2019,1,1,23.7,MAT 4,
2019,1,2,22.5,MAT 4,
2019,1,3,22.7,MAT 4,
2019,1,4,23.0,MAT 4,
2019,1,5,23.5,MAT 4,
2019,1,6,22.2,MAT 4,
2019,1,7,22.3,MAT 4,
2019,1,8,22.1,MAT 4,
2019,1,9,22.7,MAT 4,
2019,1,10,18.5,MAT 4,
2019,1,11,19.9,MAT 4,
2019,1,12,21.3,MAT 4,
2019,1,13,21.9,MAT 4,
2019,1,14,21.4,MAT 4,
2019,1,15,21.0,MAT 4,
2019,1,16,19.9,MAT 4,
2019,1,17,20.5,MAT 4,
2019,1,18,21.3,MAT 4,
2019,1,19,21.9,MAT 4,
2019,1,20,22.3,MAT 4,
2019,1,21,19.5,MAT 4,
2019,1,22,20.6,MAT 4,
2019,1,23,21.0,MAT 4,
2019,1,24,21.4,MAT 4,
2019,1,25,21.2,MAT 4,
2019,1,26,20.2,MAT 4,
2019,1,27,20.5,MAT 4,
2019,1,28,20.2,MAT 4,
2019,1,29,19.3,MAT 4,
2019,1,30,20.0,MAT 4,
2019,1,31,20.1,MAT 4,
2019,2,1,,,
2019,2,2,,,
2019,2,3,,,
2019,2,4,,,
2019,2,5,,,
2019,2,6,,,
2019,2,7,23.1,MAT 4,
2019,2,8,23.4,MAT 4,
2019,2,9,23.4,MAT 4,
2019,2,10,23.2,MAT 4,
2019,2,11,23.3,MAT 4,
2019,2,12,23.6,MAT 4,
2019,2,13,24.1,MAT 4,
2019,2,14,22.0,MAT 4,
2019,2,15,22.7,MAT 4,
2019,2,16,23.0,MAT 4,
2019,2,17,23.6,MAT 4,
2019,2,18,24.4,MAT 4,
2019,2,19,23.0,MAT 4,
2019,2,20,23.9,MAT 4,
2019,2,21,23.7,MAT 4,
2019,2,22,23.7,MAT 4,
2019,2,23,23.4,MAT 4,
2019,2,24,24.2,MAT 4,
2019,2,25,26.9,MAT 4,
2019,2,26,24.0,MAT 4,
2019,2,27,24.2,MAT 4,
2019,2,28,24.3,MAT 4,
2019,2,29,24.2,MAT 4,
2019,3,1,24.2,MAT 4,
2019,3,2,24.6,MAT 4,
2019,3,3,25.2,MAT 4,
2019,3,4,25.6,MAT 4,
2019,3,5,25.40,MAT 4,
2019,3,6,24.0,MAT 4,
2019,3,7,21.8,MAT 4,
2019,3,8,23.0,MAT 4,
2019,3,9,23.7,MAT 4,
2019,3,10,24.2,MAT 4,
2019,3,11,24.6,MAT 4,
2019,3,12,22.5,MAT 4,
2019,3,13,25.50,MAT 4,
2019,3,14,25.1,MAT 4,
2019,3,15,24.2,MAT 4,
2019,3,16,24.70,MAT 4,
2019,3,17,25.2,MAT 4,
2019,3,18,25.3,MAT 4,
2019,3,19,24.7,MAT 4,
2019,3,20,23.6,MAT 4,
2019,3,21,23.7,MAT 4,
2019,3,22,22.7,MAT 4,
2019,3,23,22.8,MAT 4,
2019,3,24,23.2,MAT 4,
2019,3,25,23.4,MAT 4,
2019,3,26,24.0,MAT 4,
2019,3,27,24.4,MAT 4,
2019,3,28,23.7,MAT 4,
2019,3,29,23.4,MAT 4,
2019,3,30,23.4,MAT 4,
2019,3,31,23.8,MAT 4,
2019,4,1,24.40,MAT 4,
2019,4,2,24.60,MAT 4,
2019,4,3,25.20,MAT 4,
2019,4,4,25.00,MAT 4,
2019,4,5,24.90,MAT 4,
2019,4,6,25.40,MAT 4,
2019,4,7,26.70,MAT 4,1
2019,4,8,26.40,MAT 4,
2019,4,9,26.50,MAT 4,
2019,4,10,25.50,MAT 4,
2019,4,11,25.60,MAT 4,
2019,4,12,26.30,MAT 4,
2019,4,13,26.70,MAT 4,1
2019,4,14,27.10,MAT 4,
2019,4,15,27.40,MAT 4,
2019,4,16,27.30,MAT 4,
2019,4,17,26.80,MAT 4,
2019,4,18,26.80,MAT 4,
2019,4,19,,MAT 2,
2019,4,20,26.50,MAT 2,
2019,4,21,25.20,MAT 2,
2019,4,22,25.30,MAT 2,
2019,4,23,25.10,MAT 2,
2019,4,24,25.70,MAT 2,1
2019,4,25,25.80,MAT 2,
2019,4,26,26.30,MAT 2,
2019,4,27,,MAT 2,
2019,4,28,27.10,MAT 2,
2019,4,29,27.20,MAT 2,
2019,4,30,27.30,MAT 2,
2019,5,1,27.10,MAT 2,
2019,5,2,27.10,MAT 2,
2019,5,3,27.40,MAT 2,
2019,5,4,26.70,MAT 2,
2019,5,5,28.10,MAT 2,
2019,5,6,28.00,MAT 2,
2019,5,7,27.80,MAT 2,
2019,5,8,28.10,MAT 2,
2019,5,9,,MAT 2,
2019,5,10,,MAT 2,
2019,5,11,28.30,MAT 2,
2019,5,12,28.40,MAT 2,
2019,5,13,28.70,MAT 2,
2019,5,14,28.90,MAT 2,
2019,5,15,,,
2019,5,16,,,
2019,5,17,26.20,MAT 2,
2019,5,18,27.10,MAT 2,
2019,5,19,27.50,MAT 2,
2019,5,20,28.90,MAT 2,
2019,5,21,28.20,MAT 2,
2019,5,22,28.30,MAT 2,
2019,5,23,28.60,MAT 2,
2019,5,24,28.10,MAT 2,
2019,5,25,27.70,MAT 2,
2019,5,26,28.54,MAT 2,
2019,5,27,27.60,MAT 2,
2019,5,28,27.00,MAT 2,
2019,5,29,28.00,MAT 2,
2019,5,30,28.30,MAT 2,
2019,5,31,28.70,MAT 2,
2019,6,1,29.20,MAT 2,
2019,6,2,29.40,MAT 2,
2019,6,3,29.80,MAT 2,
2019,6,4,30.00,MAT 2,
2019,6,5,30.10,MAT 2,
2019,6,6,30.20,MAT 2,
2019,6,7,30.10,MAT 2,
2019,6,8,29.00,MAT 2,
2019,6,9,29.90,MAT 2,
2019,6,10,29.30,MAT 2,
2019,6,11,29.20,MAT 2,
2019,6,12,29.80,MAT 2,
2019,6,13,30.00,MAT 2,
2019,6,14,29.80,MAT 2,
2019,6,15,29.60,MAT 2,
2019,6,16,29.20,MAT 2,
2019,6,17,28.50,MAT 2,
2019,6,18,27.70,MAT 2,
2019,6,19,28.20,MAT 2,
2019,6,20,28.9,MAT 2,
2019,6,21,29.50,MAT 2,
2019,6,22,30.10,MAT 2,
2019,6,23,30.50,MAT 2,
2019,6,24,31.00,MAT 2,
2019,6,25,31.20,MAT 2,
2019,6,26,31.40,MAT 2,
2019,6,27,31.50,MAT 2,
2019,6,28,30.40,MAT 2,
2019,6,29,30.10,MAT 2,
2019,6,30,29.50,MAT 2,
2019,7,1,30.1,MAT 2,
2019,7,2,30.0,MAT 2,
2019,7,3,30.7,MAT 2,
2019,7,4,30.8,MAT 2,
2019,7,5,31.1,MAT 2,
2019,7,6,30.8,MAT 2,
2019,7,7,30.4,MAT 2,
2019,7,8,30.3,MAT 2,
2019,7,9,29.8,MAT 2,
2019,7,10,30.0,MAT 2,
2019,7,11,30.3,MAT 2,
2019,7,12,29.8,MAT 2,
2019,7,13,30.1,MAT 2,
2019,7,14,30.3,MAT 2,
2019,7,15,30.2,MAT 2,
2019,7,16,30.3,MAT 2,
2019,7,17,30.1,MAT 2,
2019,7,18,30.5,MAT 2,
2019,7,19,30.3,MAT 2,
2019,7,20,30.6,MAT 2,
2019,7,21,30.1,MAT 2,
2019,7,22,30.2,MAT 2,
2019,7,23,30.5,MAT 2,
2019,7,24,30.3,MAT 2,
2019,7,25,30.1,MAT 2,
2019,7,26,29.8,MAT 2,
2019,7,27,30.3,MAT 2,
2019,7,28,30.8,MAT 2,
2019,7,29,31.3,MAT 4,
2019,7,30,31.3,MAT 4,
2019,7,31,31.20,MAT 4,
2019,8,1,30.8,MAT 4,
2019,8,2,29.6,MAT 4,
2019,8,3,29.6,MAT 4,
2019,8,4,29.5,MAT 4,
2019,8,5,,MAT 4,
2019,8,6,29.6,MAT 4,
2019,8,7,29.6,MAT 4,
2019,8,8,29.9,MAT 4,
2019,8,9,30.1,MAT 4,
2019,8,10,30.5,MAT 4,
2019,8,11,30.8,MAT 4,
2019,8,12,30.5,MAT 4,
2019,8,13,30.8,MAT 4,
2019,8,14,30.5,MAT 4,
2019,8,15,29.4,MAT 4,
2019,8,16,30.5,MAT 4,
2019,8,17,30.7,MAT 4,
2019,8,18,31.2,MAT 4,
2019,8,19,31.3,MAT 4,
2019,8,20,30.8,MAT 4,
2019,8,21,30.3,MAT 4,
2019,8,22,30.5,MAT 4,
2019,8,23,30.2,MAT 4,
2019,8,24,30.1,MAT 4,
2019,8,25,29.3,MAT 4,
2019,8,26,29.8,MAT 4,
2019,8,27,29.7,MAT 4,
2019,8,28,29.6,MAT 4,
2019,8,29,30.0,MAT 4,
2019,8,30,30.0,MAT 4,
2019,8,31,29.8,MAT 4,
2019,9,1,30.1,MAT 4,
2019,9,2,29.5,MAT 4,
2019,9,3,28.8,MAT 4,
2019,9,4,28.9,MAT 4,
2019,9,5,29.3,MAT 4,
2019,9,6,29.4,MAT 4,
2019,9,7,29.8,MAT 4,
2019,9,8,30.1,MAT 4,
2019,9,9,30.5,MAT 4,
2019,9,10,30.3,MAT 4,
2019,9,11,29.7,MAT 4,
2019,9,12,29.2,MAT 4,
2019,9,13,28.8,MAT 4,
2019,9,14,28.6,MAT 4,
2019,9,15,29.3,MAT 4,
2019,9,16,29.8,MAT 4,
2019,9,17,29.6,MAT 4,
2019,9,18,29.8,MAT 4,
2019,9,19,29.1,MAT 4,
2019,9,20,28.1,MAT 4,
2019,9,21,27.6,MAT 4,
2019,9,22,27.2,MAT 4,
2019,9,23,27.0,MAT 4,
2019,9,24,26.8,MAT 4,
2019,9,25,26.8,MAT 4,
2019,9,26,27.2,MAT 4,
2019,9,27,27.8,MAT 4,
2019,9,28,28.0,MAT 4,
2019,9,29,28.1,MAT 4,
2019,9,30,27.7,MAT 4,
2019,10,1,27.60,MAT 4,
2019,10,2,27.40,MAT 4,
2019,10,3,28.0,MAT 1,
2019,10,4,28.2,MAT 1,
2019,10,5,28.3,MAT 1,
2019,10,6,28.2,MAT 1,
2019,10,7,28.3,MAT 1,
2019,10,8,28.1,MAT 1,
2019,10,9,28.1,MAT 1,
2019,10,10,28.4,MAT 1,
2019,10,11,28.4,MAT 1,
2019,10,12,28.1,MAT 1,
2019,10,13,28.1,MAT 1,
2019,10,14,28.3,MAT 1,
2019,10,15,28.2,MAT 1,
2019,10,16,28.3,MAT 1,
2019,10,17,28.5,MAT 1,
2019,10,18,28.6,MAT 1,
2019,10,19,28.5,MAT 2,
2019,10,20,28.2,MAT 2,
2019,10,21,28.5,MAT 2,
2019,10,22,28.8,MAT 2,
2019,10,23,28.8,MAT 2,
2019,10,24,28.7,MAT 2,
2019,10,25,28.5,MAT 2,
2019,10,26,28.2,MAT 2,
2019,10,27,28.4,MAT 2,
2019,10,28,28.7,MAT 2,
2019,10,29,28.7,MAT 2,
2019,10,30,28.6,MAT 2,
2019,10,31,28.5,MAT 2,
2019,11,1,28.5,MAT 2,
2019,11,2,28.6,MAT 2,
2019,11,3,28.7,MAT 2,
2019,11,4,28.2,MAT 2,
2019,11,5,28.0,MAT 2,
2019,11,6,28.1,MAT 2,
2019,11,7,28.0,MAT 2,
2019,11,8,28.1,MAT 2,
2019,11,9,28.2,MAT 2,
2019,11,10,28.2,MAT 2,
2019,11,11,28.3,MAT 2,
2019,11,12,28.3,MAT 2,
2019,11,13,28.3,MAT 2,
2019,11,14,27.4,MAT 2,
2019,11,15,27.7,MAT 2,
2019,11,16,27.2,MAT 2,
2019,11,17,27.7,MAT 2,
2019,11,18,27.8,MAT 2,
2019,11,19,27.5,MAT 2,
2019,11,20,26.8,MAT 2,
2019,11,21,26.9,MAT 2,
2019,11,22,26.5,MAT 2,
2019,11,23,25.8,MAT 2,
2019,11,24,26.1,MAT 2,
2019,11,25,26.3,MAT 2,
2019,11,26,25.5,MAT 2,
2019,11,27,25.4,MAT 2,
2019,11,28,25.6,MAT 2,
2019,11,29,25.2,MAT 2,
2019,11,30,25.2,MAT 2,
2019,12,1,25.6,MAT 2,
2019,12,2,25.0,MAT 2,
2019,12,3,24.8,MAT 2,
2019,12,4,25.0,MAT 2,
2019,12,5,25.2,MAT 2,
2019,12,6,24.6,MAT 2,
2019,12,7,24.2,MAT 2,
2019,12,8,24.2,MAT 2,
2019,12,9,24.2,MAT 2,
2019,12,10,24.5,MAT 2,
2019,12,11,25.1,MAT 2,
2019,12,12,24.9,MAT 2,
2019,12,13,24.8,MAT 2,
2019,12,14,24.7,MAT 2,
2019,12,15,24.3,MAT 2,
2019,12,16,24.3,MAT 2,
2019,12,17,24.6,MAT 2,
2019,12,18,24.8,MAT 2,
2019,12,19,23.6,MAT 4,
2019,12,20,22.6,MAT 4,
2019,12,21,22.9,MAT 4,
2019,12,22,23.3,MAT 4,
2019,12,23,22.7,MAT 4,
2019,12,24,21.9,MAT 4,
2019,12,25,21.5,MAT 4,
2019,12,26,23.0,MAT 4,
2019,12,27,23.8,MAT 4,
2019,12,28,24.0,MAT 4,
2019,12,29,24.10,MAT 4,
2019,12,30,23.90,MAT 4,
2019,12,31,23.80,MAT 4,
2020,1,1,23.5,MAT 4,
2020,1,2,23.8,MAT 4,
2020,1,3,24.2,MAT 4,
2020,1,4,24.5,MAT 4,
2020,1,5,22.9,MAT 4,
2020,1,6,21.0,MAT 4,
2020,1,7,21.8,MAT 4,
2020,1,8,21.7,MAT 4,
2020,1,9,21.8,MAT 4,
2020,1,10,22.2,MAT 4,
2020,1,11,22.5,MAT 4,
2020,1,12,23.0,MAT 4,
2020,1,13,23.4,MAT 4,
2020,1,14,23.7,MAT 4,
2020,1,15,23.7,MAT 4,
2020,1,16,23.6,MAT 4,
2020,1,17,23.6,MAT 4,
2020,1,18,23.0,MAT 4,
2020,1,19,22.4,MAT 4,
2020,1,20,22.8,MAT 4,
2020,1,21,21.6,MAT 4,
2020,1,22,18.8,MAT 4,
2020,1,23,19.5,MAT 4,
2020,1,24,21.0,MAT 4,
2020,1,25,21.5,MAT 4,
2020,1,26,19.9,MAT 4,
2020,1,27,21.1,MAT 4,
2020,1,28,21.4,MAT 4,
2020,1,29,21.90,MAT 4,
2020,1,30,22.30,MAT 4,
2020,1,31,22.30,MAT 4,
2020,2,1,22.7,MAT 4,
2020,2,2,21.5,MAT 4,
2020,2,3,21.0,MAT 4,
2020,2,4,21.5,MAT 4,
2020,2,5,22.2,MAT 4,
2020,2,6,22.9,MAT 4,
2020,2,7,23.5,MAT 4,
2020,2,8,21.7,MAT 4,
2020,2,9,21.9,MAT 4,
2020,2,10,22.4,MAT 4,
2020,2,11,22.9,MAT 4,
2020,2,12,23.4,MAT 4,
2020,2,13,24.2,MAT 4,
2020,2,14,24.6,MAT 4,
2020,2,15,24.7,MAT 4,
2020,2,16,24.3,MAT 4,
2020,2,17,24.4,MAT 4,
2020,2,18,25.0,MAT 4,
2020,2,19,25.4,MAT 4,
2020,2,20,25.7,MAT 4,
2020,2,21,25.8,MAT 4,
2020,2,22,,MAT 4,
2020,2,23,22.2,MAT 4,
